"No.","Time","Source","Destination","Protocol","Length","Info"
"6743","45.065147","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6744","45.065147","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6745","45.065147","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6746","45.065147","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6747","45.065147","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6748","45.065147","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=232347 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6749","45.065147","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=233807 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6750","45.065147","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=235267 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6751","45.065147","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=236727 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6752","45.065147","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=238187 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6753","45.065542","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=357262 Win=524032 Len=0"
"6754","45.065608","192.168.29.45","220.158.183.5","TCP","54","2718  >  443 [ACK] Seq=6150 Ack=239647 Win=261888 Len=0"
"6755","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=239647 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6756","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=241107 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6757","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=242567 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6758","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=244027 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6759","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=245487 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6760","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=246947 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 6761]"
"6761","45.065780","220.158.183.5","192.168.29.45","TLSv1.3","1514","Application Data, Application Data"
"6762","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=249867 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 7009]"
"6763","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=251327 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 7009]"
"6764","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=252787 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 7009]"
"6765","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=254247 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 7009]"
"6766","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=255707 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 7009]"
"6767","45.065780","220.158.183.5","192.168.29.45","TCP","1514","443  >  2718 [ACK] Seq=257167 Ack=6150 Win=46720 Len=1460 [TCP PDU reassembled in 7009]"
"6768","45.065970","192.168.29.45","220.158.183.5","TCP","54","2718  >  443 [ACK] Seq=6150 Ack=258627 Win=261888 Len=0"
"6769","45.066077","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6770","45.066077","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6771","45.066077","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6772","45.066077","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6773","45.066077","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6774","45.066077","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6775","45.066077","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6776","45.066223","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=367146 Win=524032 Len=0"
"6777","45.067227","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6778","45.067227","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6779","45.067227","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6780","45.067227","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6781","45.067227","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6782","45.067227","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6783","45.067227","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6784","45.067371","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=377030 Win=524032 Len=0"
"6785","45.067663","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6786","45.067663","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6787","45.067663","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6788","45.067663","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6789","45.067663","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6790","45.067663","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6791","45.067663","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6792","45.067787","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=386914 Win=524032 Len=0"
"6793","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=346956 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6797]"
"6794","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=348416 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6797]"
"6795","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=349876 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6797]"
"6796","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=351336 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6797]"
"6797","45.068203","220.158.183.5","192.168.29.45","TLSv1.3","1514","Application Data, Application Data"
"6798","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=354256 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6799","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=355716 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6800","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=357176 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6801","45.068203","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6802","45.068203","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data, Application Data"
"6803","45.068203","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6804","45.068203","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6805","45.068203","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6806","45.068203","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6807","45.068203","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6808","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=358636 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6809","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=360096 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6810","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=361556 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6811","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=363016 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6812","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=364476 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6813","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=365936 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6814","45.068203","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=367396 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6815]"
"6815","45.068203","220.158.183.5","192.168.29.45","TLSv1.3","1514","Application Data"
"6816","45.068565","192.168.29.45","220.158.183.5","TCP","54","2716  >  443 [ACK] Seq=14456 Ack=370316 Win=261888 Len=0"
"6817","45.068622","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=396798 Win=524032 Len=0"
"6818","45.068825","220.158.183.5","192.168.29.45","TLSv1.3","1514","Application Data"
"6819","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=371776 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6820","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=373236 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6821","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=374696 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6822","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=376156 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6823","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=377616 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6824","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=379076 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6825","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=380536 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6826","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=381996 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6827","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=383456 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6828","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=384916 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6829]"
"6829","45.068825","220.158.183.5","192.168.29.45","TLSv1.3","1514","Application Data, Application Data"
"6830","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=387836 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6831","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=389296 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6832","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=390756 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6833","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=392216 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6834","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=393676 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6835","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=395136 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6836","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=396596 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6837","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=398056 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6838","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=399516 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6839","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=400976 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6840]"
"6840","45.068825","220.158.183.5","192.168.29.45","TLSv1.3","1514","Application Data"
"6841","45.068825","220.158.183.5","192.168.29.45","TLSv1.3","1514","Application Data"
"6842","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=405356 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6843","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=406816 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6844","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=408276 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6845","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=409736 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6846","45.068825","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=411196 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6847","45.069321","192.168.29.45","220.158.183.5","TCP","54","2716  >  443 [ACK] Seq=14456 Ack=412656 Win=261888 Len=0"
"6848","45.069480","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=412656 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6849","45.069480","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=414116 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6850","45.069480","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=415576 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6851","45.069480","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=417036 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6852","45.069566","192.168.29.45","220.158.183.5","TCP","54","2716  >  443 [ACK] Seq=14456 Ack=418496 Win=261888 Len=0"
"6853","45.069657","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=418496 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 6854]"
"6854","45.069657","220.158.183.5","192.168.29.45","TLSv1.3","1514","Application Data, Application Data"
"6855","45.069657","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=421416 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 7044]"
"6856","45.069657","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6857","45.069657","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6858","45.069657","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6859","45.069657","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6860","45.069657","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6861","45.069657","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6862","45.069657","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6863","45.069850","192.168.29.45","220.158.183.5","TCP","54","2716  >  443 [ACK] Seq=14456 Ack=422876 Win=261888 Len=0"
"6864","45.069893","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=406682 Win=524032 Len=0"
"6865","45.070925","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6866","45.070925","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6867","45.070925","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6868","45.070925","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6869","45.070925","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6870","45.070925","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6871","45.070925","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6872","45.070925","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=422876 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 7044]"
"6873","45.070925","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=424336 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 7044]"
"6874","45.070925","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=425796 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 7044]"
"6875","45.070925","220.158.183.5","192.168.29.45","TCP","1514","443  >  2716 [ACK] Seq=427256 Ack=14456 Win=64256 Len=1460 [TCP PDU reassembled in 7044]"
"6876","45.071131","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=416566 Win=524032 Len=0"
"6877","45.071212","192.168.29.45","220.158.183.5","TCP","54","2716  >  443 [ACK] Seq=14456 Ack=428716 Win=261888 Len=0"
"6878","45.071322","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6879","45.071322","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6880","45.071322","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6881","45.071322","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6882","45.071322","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6883","45.071322","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6884","45.071322","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6885","45.071494","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=426450 Win=524032 Len=0"
"6886","45.071654","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6887","45.071654","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6888","45.071654","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6889","45.071654","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6890","45.071654","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6891","45.071654","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6892","45.071654","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6893","45.071787","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=436334 Win=524032 Len=0"
"6894","45.073414","220.158.183.5","192.168.29.45","TCP","1514","443  >  2721 [ACK] Seq=85463 Ack=4930 Win=43904 Len=1460 [TCP PDU reassembled in 6895]"
"6895","45.073414","220.158.183.5","192.168.29.45","TLSv1.3","179","Application Data"
"6896","45.073414","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6897","45.073414","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6898","45.073414","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6899","45.073414","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6900","45.073414","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6901","45.073414","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6902","45.073414","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6903","45.074571","192.168.29.45","220.158.183.5","TCP","54","2721  >  443 [ACK] Seq=4930 Ack=87048 Win=65280 Len=0"
"6904","45.074806","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=446218 Win=524032 Len=0"
"6905","45.075028","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6906","45.075028","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6907","45.075028","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6908","45.075028","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6909","45.075028","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6910","45.075179","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=453278 Win=524032 Len=0"
"6911","45.075311","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6912","45.075311","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data, Application Data"
"6913","45.075311","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6914","45.075311","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6915","45.075311","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6916","45.075311","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6917","45.075311","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6918","45.075311","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6919","45.075311","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6920","45.075516","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=465986 Win=524032 Len=0"
"6921","45.075611","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6922","45.075611","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6923","45.075611","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6924","45.075611","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6925","45.075611","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6926","45.075699","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=473046 Win=524032 Len=0"
"6927","45.075782","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6928","45.075782","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6929","45.075855","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=475870 Win=524032 Len=0"
"6930","45.076985","142.250.199.163","192.168.29.45","QUIC","82","Initial, SCID=e96fdfaad81a922f, PKN: 1, ACK"
"6931","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6932","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6933","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6934","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6935","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6936","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6937","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6938","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6939","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6940","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6941","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6942","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6943","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6944","45.076985","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6945","45.077321","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=495638 Win=524032 Len=0"
"6946","45.077564","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6947","45.077564","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6948","45.077564","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6949","45.077564","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6950","45.077564","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6951","45.077679","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=502698 Win=524032 Len=0"
"6952","45.078694","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6953","45.078694","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6954","45.078694","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6955","45.078694","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6956","45.078694","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6957","45.078694","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6958","45.078694","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6959","45.078694","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6960","45.078694","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6961","45.078902","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=515406 Win=524032 Len=0"
"6962","45.079264","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6963","45.079264","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6964","45.079264","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6965","45.079264","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6966","45.079264","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6967","45.079371","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=522466 Win=524032 Len=0"
"6968","45.080148","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6969","45.080148","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6970","45.080258","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=525290 Win=524032 Len=0"
"6971","45.080603","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6972","45.080603","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6973","45.080603","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6974","45.080603","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6975","45.080603","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6976","45.080603","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6977","45.080603","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6978","45.080784","192.168.29.45","142.250.199.163","TCP","54","2723  >  443 [ACK] Seq=2651 Ack=535174 Win=524032 Len=0"
"6979","45.080916","142.251.42.106","192.168.29.45","QUIC","67","Protected Payload (KP0)"
"6980","45.080916","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6981","45.080916","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
"6982","45.080916","142.250.199.163","192.168.29.45","TLSv1.3","1466","Application Data"
